Address,Housing_price,Baths,Housing_type,ZipCode,Beds,Location,Housing_area
721 5th Ave #50B,"$4,200,000",2 ba,Condo,10022,2 bd,"40.762352,-73.97389","1,600 sqft"
290 West St #5B,"$6,250,000",NA,NA,10013,NA,"40.724922,-74.0108",NA
67 Franklin St #6B,"$8,450,000+",4.5 ba,Condo,10013,4 bd,"40.7172,-74.003365","3,783 sqft"
15608 Riverside Dr W #2C,"$504,000",1 ba,Condo,10032,1 bd,"40.834988,-73.9485",875 sqft
212 E 47th St #14 E,,1 ba,Condo,10017,2 bd,"40.753284,-73.97165",837 sqft
330 E 38th Street New York Ny United States,"$1,499,000",NA,NA,10016,NA,"40.746357,-73.97253",NA
330 E 38th St #53C,"$1,350,000",1 ba,Condo,10016,1 bd,"40.746414,-73.97337",768 sqft
100 Riverside Blvd #11P,,NA,NA,10069,NA,"40.775593,-73.989876",NA
123 Washington St,"$2,995,000",NA,NA,10006,NA,"40.709145,-74.013695",NA
235 W 75th St #520,"$6,594,000+",4.5 ba,Condo,10023,4 bd,"40.78155,-73.981636","2,813 sqft"
211 E 51st St #10E,,NA,NA,10022,NA,"40.75636,-73.96972",NA
337 E 62nd St,"$2,700,000",2 ba,Condo,10065,2 bd,"40.76214,-73.961555","1,284 sqft"
502 Park Ave #19D,,NA,NA,10022,NA,"40.763287,-73.97011",NA
2 E End Ave #1a,,NA,Coop,10075,4 bd,"40.770798,-73.94829","2,750 sqft"
845 United Nations Plz #63D,"$4,400,000",NA,NA,10017,NA,"40.752567,-73.967834",NA
400 5th Ave #39CC,"$3,150,000",NA,NA,10018,NA,"40.75023,-73.98371",NA
344 W 72nd St #908,"$5,875,000+",4.5 ba,Condo,10023,4 bd,"40.780388,-73.98636","2,932 sqft"
325 Lexington Ave #31C,"$2,850,000",2 ba,Condo,10016,2 bd,"40.749165,-73.977394","1,097 sqft"
360 Central Park W #9B,"$5,750,000",NA,NA,10025,NA,"40.791477,-73.965256",NA
880 W 181st St #5D,"$675,000",1 ba,Coop,10033,2 bd,"40.851357,-73.94198",NA
61 4th Ave,"$16,000,000",NA,NA,10003,NA,"40.730755,-73.99016",NA
239-245 E 120th St,"$25,000,000",NA,NA,10035,NA,"40.800053,-73.93647",NA
200 E 66th St #D5-02,"$3,010,000+",2 ba,Condo,10065,2 bd,"40.765186,-73.96233","1,466 sqft"
25 Beekman Pl #PH,,3 ba,Condo,10022,3 bd,"40.7534,-73.96453","3,000 sqft"
944 Park Ave,,NA,NA,10028,NA,"40.77737,-73.95973",NA
325 5th Ave #41B,,2 ba,Condo,10016,2 bd,"40.74698,-73.98485","1,446 sqft"
301 E 50th St #21A,,NA,NA,10022,NA,"40.75491,-73.96824",NA
50 Clinton St #5E,"$2,050,000",NA,NA,10002,NA,"40.719604,-73.984505",NA
303 E 33rd St #5J,,NA,NA,10016,NA,"40.74411,-73.97572",NA
404 Park Ave S #PH15B,"$6,750,000+",3.5 ba,Condo,10016,3 bd,"40.743626,-73.9842","2,426 sqft"
160 Central Park S #2511,"$1,765,000",NA,NA,10019,NA,"40.766174,-73.978516",NA
88 Greenwich St #629,"$735,000",1 ba,Condo,10006,NA,"40.707825,-74.01385",NA
123 Washington St #39-BD,,NA,NA,10006,NA,"40.709145,-74.013695",NA
322 W 57th St #45D2,,NA,NA,10019,NA,"40.76713,-73.9842",NA
120 Riverside Blvd #3J,,NA,NA,10069,NA,"40.776352,-73.98913",NA
1 E 66th St #17AB,,3 ba,Coop,10065,3 bd,"40.76869,-73.96932",NA
300 E 64th St #23B,,NA,NA,10065,NA,"40.763485,-73.96187",NA
768 5th Ave,"$1,500,000",NA,NA,10019,NA,"40.764454,-73.97448",NA
Address Not Disclosed,"$2,888,000",2 ba,Condo,10016,3 bd,"40.74698,-73.98485","1,376 sqft"
481 Washington St #4S,"$6,485,000",3 ba,Condo,10013,3 bd,"40.725555,-74.00972","2,948 sqft"
261 W 28th St #3B,"$2,225,000",NA,NA,10001,NA,"40.748318,-73.99556",NA
635 W 42nd St #15-L,"$880,000",NA,NA,10036,NA,"40.76179,-73.99966",NA
635 W 42nd St #7-L,,NA,NA,10036,NA,"40.76179,-73.99966",NA
67 Franklin St #4C,"$5,950,000+",3 ba,Condo,10013,3 bd,"40.7172,-74.003365","2,850 sqft"
415 E 37th St #26H,"$825,000",NA,NA,10016,NA,"40.74569,-73.97123",NA
305 E 51st St #6F,"$2,750,000",2 ba,Condo,10022,2 bd,"40.75558,-73.96745","1,596 sqft"
775 Riverside Dr #2C,"$522,000",1 ba,Condo,10032,1 bd,"40.83481,-73.9481",875 sqft
515 Park Ave #5A,"$8,650,000",3 ba,Condo,10022,3 bd,"40.76321,-73.96917","2,500 sqft"
15 W 53rd St #49EF,,3 ba,Condo,10019,2 bd,"40.76152,-73.977615","2,391 sqft"
15 William St #34A,"$2,250,000",NA,NA,10005,NA,"40.705345,-74.01017",NA
252 E 57th St #51A,"$8,350,000",NA,NA,10022,NA,"40.759285,-73.965614",NA
220 Riverside Blvd #PH3A,"$11,995,000",NA,NA,10069,NA,"40.779762,-73.98732",NA
150 E 73rd St #11D,,3 ba,Coop,10021,4 bd,"40.770782,-73.9615",NA
66 W 45th St #A36,"$2,195,000",NA,NA,10036,NA,"40.756294,-73.98213",NA
112 Waverly Pl,"$14,900,000",NA,NA,10011,NA,"40.73232,-73.999344",NA
111 W 67th St #20E,"$1,800,000",NA,NA,10023,NA,"40.77467,-73.981064",NA
200 E 62nd St #8E,"$2,215,000+",2 ba,Condo,10065,1 bd,"40.76302,-73.96508","1,122 sqft"
404 E 66th St #12D,,NA,NA,10065,NA,"40.76343,-73.95821",NA
225 E 81st St #4,"$3,850,000",NA,NA,10028,NA,"40.775326,-73.95511",NA
432 W 52nd St,"$2,395,000",NA,NA,10019,NA,"40.76529,-73.98972",NA
635 W 42nd St #14H,"$880,000",NA,NA,10036,NA,"40.76179,-73.99966",NA
272 Water St #1F,"$975,000",NA,NA,10038,NA,"40.708824,-74.00133",NA
33 W 56th St #6A,,2 ba,Condo,10019,1 bd,"40.763233,-73.976105","1,198 sqft"
30 West St #26G,"$1,950,000",2 ba,Condo,10004,2 bd,"40.706573,-74.01578","1,190 sqft"
14 E 68th St #3FL,,NA,NA,10065,NA,"40.76929,-73.968094",NA
505 W 19th St #7C,"$4,340,000",2.5 ba,Condo,10011,2 bd,"40.745647,-74.00637","1,697 sqft"
170 E 77th St #6D,"$2,400,000",2 ba,Condo,10075,2 bd,"40.773224,-73.95925","1,400 sqft"
450 E 83rd St #5H,,2 ba,Condo,10028,1 bd,"40.773914,-73.94901","1,240 sqft"
350 W 42nd St #32A,,NA,NA,10036,NA,"40.756866,-73.99069",NA
200 W 48th St #9A,"$1,325,000",NA,NA,10036,NA,"40.760254,-73.98553",NA
715 Park Ave,"$1,750,000",NA,NA,10021,NA,"40.769447,-73.964455",NA
220 Riverside Blvd #16L,,2 ba,Condo,10069,2 bd,"40.779762,-73.98732","1,425 sqft"
Address Not Disclosed,"$1,739,990",NA,NA,10022,NA,"40.754353,-73.966",NA
540 W 28th St #11D,"$3,100,000",NA,NA,10001,NA,"40.75149,-74.00382",NA
300 E 23rd St #5G,"$1,760,000",NA,NA,10010,NA,"40.737625,-73.980705",NA
781 5th Ave,"$3,575,000",3 ba,Coop,10022,3 bd,"40.764313,-73.97252",NA
123 Washington St #51-B,,NA,NA,10006,NA,"40.709145,-74.013695",NA
200 E 66th St #PHB2003,"$3,750,000",NA,NA,10065,NA,"40.765186,-73.96233",NA
100 Riverside Blvd #12F,,NA,NA,10069,NA,"40.775593,-73.989876",NA
29 E 64th St #7C,"$3,250,000",2 ba,Coop,10065,2 bd,"40.76678,-73.96869",NA
69 Bennett Ave #204,,NA,NA,10033,NA,"40.852608,-73.93528",NA
2000 Broadway #6-F,"$1,325,000",NA,NA,10023,NA,"40.775497,-73.981544",NA
1045 Park Ave #15AB,"$10,000,000",NA,NA,10028,NA,"40.78029,-73.956726",NA
955 Lexington Ave #7C,"$2,145,000",2 ba,Coop,10021,2 bd,"40.768784,-73.96308",NA
220 Riverside Blvd #37D,"$8,995,000",NA,NA,10069,NA,"40.779762,-73.98732",NA
240 Riverside Blvd #26C,"$4,495,000",NA,NA,10069,NA,"40.780315,-73.98696",NA
930 5th Ave,"$4,200,000",NA,NA,10021,NA,"40.773804,-73.96555",NA
200 E 66th St #E21-03,"$4,600,000+",2 ba,Condo,10065,2 bd,"40.765186,-73.96233","1,706 sqft"
212 W 18th St #9AB,"$8,250,000",3 ba,Condo,10011,3 bd,"40.741257,-73.99871","2,741 sqft"
732 W End Ave #12,"$3,286,000+",NA,NA,10025,NA,"40.794838,-73.9731",NA
75 Wall St #18FG,"$2,400,000",NA,NA,10005,NA,"40.705055,-74.00811",NA
Address Not Disclosed,"$8,900,000",NA,NA,10065,NA,"40.764854,-73.97019",NA
456 W 167th St #1-MB,"$738,000",1 ba,Condo,10032,NA,"40.839172,-73.9372","1,085 sqft"
635 W 42nd St #26AB,,NA,NA,10036,NA,"40.76179,-73.99966",NA
100 United Nations Plz #33D,"$2,995,000",3 ba,Condo,10017,3 bd,"40.753105,-73.967636","1,985 sqft"
305 E 51st St,"$12,000,000",4.5 ba,Condo,10022,4 bd,"40.75558,-73.96745","3,455 sqft"
252 E 57th St #56B,"$10,225,000",NA,NA,10022,NA,"40.759285,-73.965614",NA
136 E 64th St,,NA,NA,10065,NA,"40.765205,-73.966385",NA
151 Malcolm X Blvd #5,"$1,075,000",NA,NA,10026,NA,"40.803185,-73.94931",NA
186 W 80th St #4H,"$550,000",NA,NA,10024,NA,"40.78351,-73.97768",NA
75 Bank St #4B,,1 ba,Coop,10014,NA,"40.73683,-74.00476",NA
434 E 52nd St #6D,"$3,100",1 ba,Loft,10022,1 bd,"40.754272,-73.963806",NA
10 Beach St #1,"$2,000,000",NA,NA,10013,NA,"40.72014,-74.00629",NA
405 W 57th St #6G,,NA,NA,10019,NA,"40.768345,-73.985985",NA
422 E 72nd St #16C,"$1,850,000",NA,NA,10021,NA,"40.766853,-73.95503",NA
650 Park Ave,"$1,875,000",NA,NA,10065,NA,"40.767883,-73.966736",NA
220 E 65th St #22M,,NA,NA,10065,NA,"40.764442,-73.962654",NA
230 W 56th St #66A,"$7,500,000",NA,NA,10019,NA,"40.765076,-73.98242",NA
2112 Broadway #78F,"$6,500,000",NA,NA,10023,NA,"40.77994,-73.9813",NA
15 W 53rd St #38BC,,4.5 ba,Condo,10019,4 bd,"40.76152,-73.977615","2,890 sqft"
212 W 18th St #18D,"$11,495,000",4 ba,Condo,10011,3 bd,"40.741257,-73.99871","2,850 sqft"
99 John St #308,"$850,000",NA,NA,10038,NA,"40.708134,-74.006065",NA
14 Sutton Pl S #1B-MAIS,"$1,695,000",2 ba,Coop,10022,2 bd,"40.75703,-73.961494",NA
110 Central Park S #20A,"$6,500,000",2 ba,Coop,10019,2 bd,"40.76564,-73.9765","1,850 sqft"
675 W End Ave #14B,,2 ba,Coop,10025,2 bd,"40.79316,-73.97514",NA
325 5th Ave #15F,"$1,050,000",NA,NA,10016,NA,"40.74698,-73.98485",NA
323 E 53rd St,"$7,500,000",NA,NA,10022,NA,"40.756496,-73.96595",NA
45 Sutton Pl S #18MN,"$3,795,000",NA,NA,10022,NA,"40.755577,-73.9614",NA
555 W 59th St #29-C,"$2,875,000",NA,NA,10019,NA,"40.77165,-73.98959",NA
20 E End Ave #3C,"$4,535,000",2.5 ba,Condo,10028,2 bd,"40.771458,-73.94787","1,912 sqft"
33 W 56th St #5C,"$2,595,000",1.5 ba,Condo,10019,1 bd,"40.763233,-73.976105",987 sqft
145 E 48th St #17B,"$1,185,000",NA,NA,10017,NA,"40.75514,-73.97244",NA
160 Central Park S #1820,"$3,650,000",NA,NA,10019,NA,"40.766174,-73.978516",NA
953 5th Ave,"$7,950,000",NA,NA,10075,NA,"40.77519,-73.96459",NA
357 W 54th St,,NA,NA,10019,NA,"40.76597,-73.986465",NA
322 E 57th St #89B,,3 ba,Coop,10022,4 bd,"40.75864,-73.96451",NA
164 E 61st St,"$9,950,000",NA,NA,10065,NA,"40.76289,-73.96645",NA
305 E 51st St #4F,"$2,675,000",2 ba,Condo,10022,2 bd,"40.75558,-73.96745","1,596 sqft"
32 W 20th St,"$6,500,000",NA,NA,10011,NA,"40.74027,-73.992966",NA
303 W 146th St #7R,,NA,NA,10039,NA,"40.823914,-73.9418",NA
417 Park Ave #10E,"$4,500,000",3 ba,Coop,10022,4 bd,"40.759975,-73.97142",NA
225 5th Ave,"$3,300,000",NA,NA,10010,NA,"40.743584,-73.987564",NA
211 E 51st St #6D,"$875,000",NA,NA,10022,NA,"40.75636,-73.96972",NA
116 E 63rd St #4A,,NA,NA,10065,NA,"40.764835,-73.96729",NA
50 United Nations Plz,"$7,835,000",NA,NA,10017,NA,"40.749928,-73.968216",NA
235 W 75th St #1123,"$5,989,000+",3 ba,Condo,10023,3 bd,"40.78155,-73.981636","2,065 sqft"
60 Riverside Blvd #2402,,NA,NA,10069,NA,"40.774796,-73.99077",NA
55 Wall St #500,"$1,450,000+",1.5 ba,Condo,10005,1 bd,"40.70592,-74.00934","1,304 sqft"
90 E End Ave #4B,"$3,050,000",2 ba,Condo,10028,2 bd,"40.773563,-73.94598",NA
37 W 12th St,,NA,NA,10011,NA,"40.7356,-73.995605",NA
162 E 83rd St,"$8,900,000",NA,NA,10028,NA,"40.776962,-73.95632",NA
523 E 85th St,"$10,600,000",NA,NA,10028,NA,"40.77502,-73.9465",NA
204 Forsyth St #3B,"$3,350,000",NA,NA,10002,NA,"40.722694,-73.99031",NA
400 Park Ave S #24C,"$6,009,990",NA,NA,10016,NA,"40.74328,-73.98437",NA
110 W 94th St #6F,,NA,Coop,10025,1 bd,"40.79166,-73.96934",NA
635 W 42nd St #2425A,"$12,000,000",NA,NA,10036,NA,"40.76179,-73.99966",NA
301 W 53rd St #5AK,"$3,615,000",NA,NA,10019,NA,"40.76466,-73.98491",NA
234 W 148th St #2-A,"$900,000",NA,NA,10039,NA,"40.824196,-73.9398",NA
322 W 57th St #31U,,NA,NA,10019,NA,"40.76713,-73.9842",NA
225 E 34th St #3I,"$1,849,000",2 ba,Condo,10016,2 bd,"40.74535,-73.97684","1,345 sqft"
325 5th Ave #8B,,2.5 ba,Condo,10016,2 bd,"40.74698,-73.98485","1,741 sqft"
Address Not Disclosed,"$53,000,000",NA,NA,10065,NA,"40.768967,-73.96913",NA
35 W 15th St #12C,"$7,260,000",NA,NA,10011,NA,"40.73753,-73.99473",NA
400 E 51st St #17A,,NA,NA,10022,NA,"40.75416,-73.96558",NA
100 Norfolk St #11C,"$2,805,000",NA,NA,10002,NA,"40.718628,-73.98702",NA
75 Wall St #31-C,,NA,NA,10005,NA,"40.705055,-74.00811",NA
15 William St #7E,"$1,950,000",NA,NA,10005,NA,"40.705345,-74.01017",NA
1 Sutton Pl S #9CD,"$12,500,000",NA,NA,10022,NA,"40.75679,-73.96046",NA
85 Sullivan St,,NA,NA,10012,NA,"40.7248,-74.00344",NA
Address Not Disclosed,"$16,500,000",4 ba,Coop,10065,2 bd,"40.767506,-73.970215",NA
521 Park Ave #3AB,"$5,650,000",2.5 ba,Condo,10065,3 bd,"40.763596,-73.96889","2,441 sqft"
785 5th Ave #4DE,,3 ba,Coop,10022,3 bd,"40.76455,-73.972336","3,300 sqft"
252 E 57th St #51B,"$6,350,000",NA,NA,10022,NA,"40.759285,-73.965614",NA
12 E 13th St #RESIDENCE5,,NA,NA,10003,NA,"40.734802,-73.99344",NA
56 Crosby St,,NA,NA,10012,NA,"40.72231,-73.99879",NA
50 United Nations Plz,"$9,285,000",NA,NA,10017,NA,"40.749928,-73.968216",NA
175 W 95th St #3E,"$1,425,000+",1.5 ba,Condo,10025,2 bd,"40.793224,-73.9701",962 sqft
Address Not Disclosed,"$925,000",NA,NA,10019,NA,"40.76543,-73.9769",NA
200 E 62nd St #9A,"$3,150,000+",2.5 ba,Condo,10065,2 bd,"40.76302,-73.96508","1,699 sqft"
885 Park Ave #MR,,1 ba,Coop,10075,NA,"40.775017,-73.9606","1,100 sqft"
114 E 72nd St,"$875,000",NA,NA,10021,NA,"40.770527,-73.96322",NA
303 E 57th St #30E,"$1,400,000",2 ba,Coop,10022,2 bd,"40.759224,-73.96473",NA
15 W 72nd St #15FG,"$1,895,000",2 ba,Coop,10023,2 bd,"40.77707,-73.976845",NA
125 W 22nd St #2C,"$1,850,000",NA,NA,10011,NA,"40.7428,-73.99428",NA
Address Not Disclosed,"$1,250,000",NA,NA,10011,NA,"40.741447,-73.995735",NA
88 Greenwich St #3405,,NA,NA,10006,NA,"40.707825,-74.01385",NA
70 Charlton St,,NA,NA,10014,NA,"40.727077,-74.00627",NA
635 W 42nd St #12C,,NA,NA,10036,NA,"40.76179,-73.99966",NA
123 Washington St,"$2,500,000",NA,NA,10006,NA,"40.709145,-74.013695",NA
400 Park Ave S #24B,,NA,NA,10016,NA,"40.74328,-73.98437",NA
77 Lexington Ave,,NA,NA,10010,NA,"40.74121,-73.983215",NA
10 Gracie Sq #6-D,"$3,450,000",NA,NA,10028,NA,"40.772945,-73.945",NA
721 5th Ave #54H,"$2,400,000",1.5 ba,Condo,10022,1 bd,"40.762352,-73.97389","1,058 sqft"
400 Park Ave S #26G,"$1,519,990",NA,NA,10016,NA,"40.74328,-73.98437",NA
370 E 76th St #A1402,"$4,995,000",5 ba,Coop,10021,5 bd,"40.770584,-73.95494",NA
Address Not Disclosed,"$549,000",NA,NA,10036,NA,"40.760635,-73.9886",NA
435 E 52nd St #16C,,NA,NA,10022,NA,"40.754642,-73.963104",NA
30 Park Pl #49E,"$6,000,000",2.5 ba,Condo,10007,3 bd,"40.713055,-74.009155","1,794 sqft"
11 E 29th St #11-C,,NA,NA,10016,NA,"40.744965,-73.98562",NA
1 W End Ave #22E,"$5,200,000",3.5 ba,Condo,10023,3 bd,"40.773373,-73.989975","2,462 sqft"
50 West St #38D,"$3,520,000",NA,NA,10006,NA,"40.708702,-74.01494",NA
50 Nations Plz #11A,"$4,550,000",NA,NA,10017,NA,"40.7516,-73.9681",NA
340 E 64th St #5J,"$1,888,000",NA,NA,10065,NA,"40.76263,-73.96035",NA
167 E 61st St #22-E,,NA,NA,10065,NA,"40.763256,-73.96575",NA
69 Bennett Ave #302,"$540,000",1 ba,Condo,10033,1 bd,"40.852608,-73.93528",805 sqft
320 Riverside Dr,"$1,800,000",NA,NA,10025,NA,"40.801067,-73.97057",NA
Address Not Disclosed,"$12,750,000",5 ba,Coop,10022,5 bd,"40.754642,-73.963104",NA
Address Not Disclosed,"$849,000",NA,NA,10016,NA,"40.745155,-73.97184",NA
400 E 56th St #9M,"$625,000",NA,NA,10022,NA,"40.757107,-73.96314",NA
45 E 72nd St,"$1,350,000",1.5 ba,Coop,10021,NA,"40.77171,-73.964516","1,550 sqft"
Address Not Disclosed,"$1,649,995",NA,NA,10024,NA,"40.786503,-73.9806",NA
Address Not Disclosed,"$1,900,000+",1 ba,Condo,10065,1 bd,"40.765186,-73.96233",955 sqft
140 W 12th St #PH6A,"$13,250,000+",4.5 ba,Condo,10011,3 bd,"40.73658,-73.99948","3,471 sqft"
Address Not Disclosed,"$4,395,000",NA,NA,10065,NA,"40.764137,-73.96947",NA
45 E 22nd St #38B,"$5,590,000",2 ba,Condo,10010,2 bd,"40.739933,-73.98723","1,542 sqft"
123 Washington St,"$4,120,000",NA,NA,10006,NA,"40.709145,-74.013695",NA
411 E 57th St #2A,"$1,400,000",NA,NA,10022,NA,"40.758423,-73.96235",NA
101 Wall St #12C,"$1,965,000+",2 ba,Condo,10005,2 bd,"40.704803,-74.00722","1,263 sqft"
1 W End Ave #33C,"$5,775,000",3.5 ba,Condo,10023,3 bd,"40.773373,-73.989975","2,245 sqft"
133 E 80th St #2A,"$5,250,000",NA,NA,10075,NA,"40.77593,-73.95849",NA
100 W 58th St #8H,"$999,000",NA,NA,10019,NA,"40.764946,-73.977165",NA
20 Pine St #1510,,NA,NA,10005,NA,"40.70763,-74.00983",NA
133 Mulberry St #6D,"$3,750,000+",2 ba,Condo,10013,2 bd,"40.718636,-73.99792","1,820 sqft"
80 Columbus Cir #PH77B,"$50,000,000",5 ba,Condo,10023,4 bd,"40.76887,-73.98335","4,825 sqft"
1 Central Park W #704,"$1,899,000",NA,NA,10023,NA,"40.769108,-73.981606",NA
75 E End Ave #11G,"$875,000",1 ba,Coop,10028,1 bd,"40.772533,-73.94605",NA
Address Not Disclosed,,1 ba,Coop,10011,1 bd,"40.736088,-73.99734",NA
33 W 56th St #3-BC,"$5,950,000",NA,NA,10019,NA,"40.763233,-73.976105",NA
321 E 48th St #12A,,NA,NA,10017,NA,"40.75338,-73.96827",NA
425 5th Ave #62A,"$1,635,000",1.5 ba,Condo,10016,1 bd,"40.750965,-73.982185","1,078 sqft"
87 E 2nd St #3D,"$1,150,000",NA,NA,10003,NA,"40.72397,-73.988396",NA
123 Washington St #51-A,,NA,NA,10006,NA,"40.709145,-74.013695",NA
372 Central Park W #7H,"$1,050,000",1 ba,Condo,10025,1 bd,"40.792877,-73.96483",702 sqft
721 5th Ave #62C,"$3,950,000",NA,NA,10022,NA,"40.762352,-73.97389",NA
898 Park Ave #4FL,,NA,NA,10075,NA,"40.775543,-73.960945",NA
100 United Nations Plz #5D,,NA,NA,10017,NA,"40.753105,-73.967636",NA
721 5th Ave #45K,"$6,695,000",NA,NA,10022,NA,"40.762352,-73.97389",NA
123 Washington St #PH55H,"$2,230,000",NA,NA,10006,NA,"40.709145,-74.013695",NA
1049 5th Ave #2A,"$2,400,000",NA,NA,10028,NA,"40.78102,-73.95996",NA
234 W 148th St #7-D,"$650,000",NA,NA,10039,NA,"40.824196,-73.9398",NA
25 Columbus Cir #61E,"$5,950,000",2.5 ba,Condo,10019,2 bd,"40.76889,-73.983406","1,433 sqft"
123 Washington St,"$4,065,000",NA,NA,10006,NA,"40.709145,-74.013695",NA
172 Madison Ave #14B,"$2,875,000",2.5 ba,Condo,10016,2 bd,"40.747337,-73.98363","1,488 sqft"
100 Central Park S #3-D,"$1,775,000",NA,NA,10019,NA,"40.765713,-73.9778",NA
Address Not Disclosed,"$1,499,000",1 ba,Condo,10010,2 bd,"40.739017,-73.980934",NA
175 E 74th St,,1 ba,Coop,10021,NA,"40.771366,-73.95984",NA
200 E 62nd St #26A,"$3,925,000+",2.5 ba,Condo,10065,2 bd,"40.76302,-73.96508","1,689 sqft"
30 W 60th St #8L,,NA,NA,10023,NA,"40.769302,-73.98347",NA
121 E 60th St #6E,"$549,000",NA,NA,10022,NA,"40.76333,-73.96826",NA
301 W 108th St #3B,"$710,000",1 ba,Coop,10025,1 bd,"40.803417,-73.967766",NA
20 Pine St #1801,"$1,175,000",NA,NA,10005,NA,"40.70763,-74.00983",NA
1035 Park Ave #16B,"$4,250,000",NA,NA,10028,NA,"40.7798,-73.95706",NA
111 Fulton St #418,,NA,NA,10038,NA,"40.709885,-74.006714",NA
260 Park Ave S #3D,"$3,695,000",NA,NA,10010,NA,"40.738884,-73.987915",NA
635 W 42nd St #10-H,"$895,000",NA,NA,10036,NA,"40.76179,-73.99966",NA
227 W 11th St #41,,NA,NA,10014,NA,"40.736546,-74.00251",NA
100 Riverside Blvd #4M,"$1,395,000+",NA,NA,10069,NA,"40.775593,-73.989876",NA
721 5th Ave #56A,"$4,875,000",NA,NA,10022,NA,"40.762352,-73.97389",NA
50 United Nations Plz #8D,"$2,290,000",NA,NA,10017,NA,"40.749928,-73.968216",NA
21 E 61st St #9A,"$8,800,000",NA,NA,10065,NA,"40.764854,-73.97019",NA
845 United Nations Plz #37C,"$4,599,000",2 ba,Condo,10017,2 bd,"40.752567,-73.967834","2,087 sqft"
100 Norfolk St #3C,"$3,025,000",NA,NA,10002,NA,"40.718628,-73.98702",NA
50 West St #43A,"$3,930,000",NA,NA,10006,NA,"40.708702,-74.01494",NA
5 Beekman St #48B,"$4,350,000",NA,NA,10038,NA,"40.71121,-74.00668",NA
225 5th Ave #7K,"$6,500,000+",2 ba,Condo,10010,2 bd,"40.743584,-73.987564","1,709 sqft"
172 Madison Ave #7B,"$2,775,000",2.5 ba,Condo,10016,2 bd,"40.747337,-73.98363","1,488 sqft"
50 E 77th St,,NA,NA,10075,NA,"40.77468,-73.9629",NA
444 E 57th St #12AMAIS,,NA,NA,10022,NA,"40.75734,-73.961464",NA
1 W End Ave #19C,"$1,677,500",1 ba,Condo,10023,1 bd,"40.773373,-73.989975",788 sqft
80 Riverside Blvd #19E,"$3,495,000+",NA,NA,10069,NA,"40.77515,-73.99033",NA
172 Madison Ave #15C,"$1,655,000",1.5 ba,Condo,10016,1 bd,"40.747337,-73.98363",891 sqft
425 E 58th St #16AB15B,,NA,NA,10022,NA,"40.758698,-73.96139",NA
33 W 56th St,"$11,950,000",NA,NA,10019,NA,"40.763233,-73.976105",NA
58 W 58th St #18-B,"$1,595,000",NA,NA,10019,NA,"40.764465,-73.97635",NA
336 E 54th St,"$10,500,000",NA,NA,10022,NA,"40.756603,-73.965454",NA
400 E 56th St,"$3,595,000",1 ba,Coop,10022,NA,"40.757107,-73.96314","3,257 sqft"
2 Sniffen Ct,,NA,NA,10016,NA,"40.747147,-73.97779",NA
720 Fort Washington Ave #2L,"$950,000",2 ba,Coop,10040,2 bd,"40.8578,-73.9344",NA
330 E 38th St #47-B,"$1,550,000",NA,NA,10016,NA,"40.746414,-73.97337",NA
30 W 61st St #11-D,,NA,NA,10023,NA,"40.76998,-73.9833",NA
502 Park Ave #12C,"$2,390,000+",1 ba,Condo,10022,1 bd,"40.763287,-73.97011",780 sqft
75 Wall St #33-P,,NA,NA,10005,NA,"40.705055,-74.00811",NA
174 E 74th St #17E,,NA,NA,10021,NA,"40.771015,-73.9601",NA
160 W 66th St #52-F,,NA,NA,10023,NA,"40.77424,-73.98424",NA
635 W 42nd St #27DEF,"$7,000,000",NA,NA,10036,NA,"40.76179,-73.99966",NA
151 E 58th St #38C,,NA,NA,10022,NA,"40.76156,-73.96816",NA
234 W 148th St #7-A,"$975,000",NA,NA,10039,NA,"40.824196,-73.9398",NA
443 Greenwich St #4C,,NA,NA,10013,NA,"40.72306,-74.009125",NA
1 Central Park W #30-F,"$3,695,000",NA,NA,10023,NA,"40.769108,-73.981606",NA
77 Bleecker St #104,"$3,595,000",2 ba,Coop,10012,3 bd,"40.72714,-73.99592",NA
235 W 75th St #423,"$7,488,000+",4.5 ba,Condo,10023,4 bd,"40.78155,-73.981636","2,974 sqft"
75 Wall St #29C,"$1,825,000",2 ba,Condo,10005,2 bd,"40.705055,-74.00811","1,352 sqft"
1255 5th Ave #4JK,,NA,NA,10029,NA,"40.795013,-73.95014",NA
90 E End Ave,"$3,100,000",NA,NA,10028,NA,"40.773563,-73.94598",NA
1 Morton Sq #7DE,"$3,750,000",NA,NA,10014,NA,"40.731,-74.0091",NA
635 W 42nd St #25A,"$7,500,000",NA,NA,10036,NA,"40.76179,-73.99966",NA
150 Charles St #3EN,"$7,500,000",NA,NA,10014,NA,"40.733635,-74.009224",NA
35 W 15th St #9C,"$6,930,000",NA,NA,10011,NA,"40.73753,-73.99473",NA
50 Riverside Blvd #20E,"$7,620,000",4 ba,Condo,10069,4 bd,"40.774742,-73.99084","2,931 sqft"
252 E 57th St #37C,"$4,925,000",NA,NA,10022,NA,"40.759285,-73.965614",NA
151 E 58th St #41F,"$7,165,000+",2.5 ba,Condo,10022,2 bd,"40.76156,-73.96816","1,729 sqft"
30 Park Pl #49A,"$7,300,000",3.5 ba,Condo,10007,3 bd,"40.713055,-74.009155","2,219 sqft"
26 E 63rd St #6-A,,NA,NA,10065,NA,"40.765804,-73.969345",NA
